"task_id","batch_id","dataset_id","geometry_family","n","p","method","chart_dim_rule","backend_variant","design_basis","design_drop_tol","ridge_multiplier_grid","ridge_condition_max","support_grid","degree_grid","kernel_grid","lambda_sync_search","status","truth_rmse","observed_rmse","selected_cv_rmse_observed","selected_support_size","selected_degree","selected_kernel","selected_lambda_sync","finite_cv_candidates","total_cv_candidates","chart_dim_n","chart_dim_min","chart_dim_median","chart_dim_max","chart_dim_unique","frame_cols_min","frame_cols_median","frame_cols_max","frame_kept_min","frame_kept_median","frame_kept_max","ridge_multiplier_selected","ridge_condition","ridge_status","elapsed_sec"
"bp7x_0116__SYN_PARA_LINE_N500__local_auto__lps__weighted_qr_drop_tiny","FB10","SYN-PARA-LINE-N500","synthetic stratified surface/curve",500,3,"lps","local.auto","weighted_qr_drop_tiny","weighted.qr.drop",1e-08,"0;1e-10;1e-8",1e+12,"15:35","2","tricube",NA,"ok",0.0401188568752331,0.0895190896012289,0.114253287962036,35,2,"tricube",NA,21,21,500,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,1e+12,NA,24.616
"bp7x_0117__SYN_PARA_LINE_N500__local_auto__lps__orthogonal_drop_adaptive_tiny","FB10","SYN-PARA-LINE-N500","synthetic stratified surface/curve",500,3,"lps","local.auto","orthogonal_drop_adaptive_tiny","orthogonal.polynomial.drop",1e-08,"0;1e-10;1e-8",1e+12,"15:35","2","tricube",NA,"ok",0.0401188558925246,0.0895190886161987,0.114253287814512,35,2,"tricube",NA,21,21,500,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,1e+12,NA,70.428
"bp7x_0118__SYN_PARA_LINE_N500__local_auto__ps_lps__monomial_tiny_ridge","FB10","SYN-PARA-LINE-N500","synthetic stratified surface/curve",500,3,"ps_lps","local.auto","monomial_tiny_ridge","monomial",1e-08,"1e-8",Inf,"15:35","2","tricube","guarded","ok",0.0245011657080166,0.09832195560559,0.104145718034667,23,2,"tricube",90,8,8,500,1,2,3,3,Inf,NA,-Inf,Inf,NA,-Inf,1e-08,NA,"unguarded",142.944
"bp7x_0119__SYN_PARA_LINE_N500__local_auto__ps_lps__weighted_qr_drop_tiny","FB10","SYN-PARA-LINE-N500","synthetic stratified surface/curve",500,3,"ps_lps","local.auto","weighted_qr_drop_tiny","weighted.qr.drop",1e-08,"0;1e-10;1e-8",1e+12,"15:35","2","tricube","guarded","ok",0.0247183224018405,0.0982907778763834,0.104170016642182,23,2,"tricube",90,8,8,500,1,2,3,3,Inf,NA,-Inf,Inf,NA,-Inf,1e-10,36235070114.5233,"ok",1208.472
"bp7x_0120__SYN_PARA_LINE_N500__local_auto__ps_lps__orthogonal_drop_adaptive_tiny","FB10","SYN-PARA-LINE-N500","synthetic stratified surface/curve",500,3,"ps_lps","local.auto","orthogonal_drop_adaptive_tiny","orthogonal.polynomial.drop",1e-08,"0;1e-10;1e-8",1e+12,"15:35","2","tricube","guarded","ok",0.0247265416892761,0.0982888464382256,0.104171229042016,23,2,"tricube",90,8,8,500,1,2,3,3,Inf,NA,-Inf,Inf,NA,-Inf,0,102598.599325882,"ok",661.919
"bp7x_0121__SYN_SADDLE_LINE_N500__auto__lps__monomial_tiny_ridge","FB11","SYN-SADDLE-LINE-N500","synthetic stratified surface/curve",500,3,"lps","auto","monomial_tiny_ridge","monomial",1e-08,"1e-8",Inf,"15:35","2","tricube",NA,"ok",0.0444593034824864,0.0876183965206569,0.109617299298566,35,2,"tricube",NA,21,21,1,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,Inf,NA,10.005
"bp7x_0122__SYN_SADDLE_LINE_N500__auto__lps__weighted_qr_drop_tiny","FB11","SYN-SADDLE-LINE-N500","synthetic stratified surface/curve",500,3,"lps","auto","weighted_qr_drop_tiny","weighted.qr.drop",1e-08,"0;1e-10;1e-8",1e+12,"15:35","2","tricube",NA,"ok",0.0444593196301528,0.0876183925270395,0.10961730913337,35,2,"tricube",NA,21,21,1,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,1e+12,NA,10.508
"bp7x_0123__SYN_SADDLE_LINE_N500__auto__lps__orthogonal_drop_adaptive_tiny","FB11","SYN-SADDLE-LINE-N500","synthetic stratified surface/curve",500,3,"lps","auto","orthogonal_drop_adaptive_tiny","orthogonal.polynomial.drop",1e-08,"0;1e-10;1e-8",1e+12,"15:35","2","tricube",NA,"ok",0.0444593196301528,0.0876183925270395,0.10961730913337,35,2,"tricube",NA,21,21,1,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,1e+12,NA,10.623
"bp7x_0124__SYN_SADDLE_LINE_N500__auto__ps_lps__monomial_tiny_ridge","FB11","SYN-SADDLE-LINE-N500","synthetic stratified surface/curve",500,3,"ps_lps","auto","monomial_tiny_ridge","monomial",1e-08,"1e-8",Inf,"15:35","2","tricube","guarded","ok",0.0255923923865151,0.096252131596607,0.10305119711446,30,2,"tricube",10,8,8,500,2,2,2,1,Inf,NA,-Inf,Inf,NA,-Inf,1e-08,NA,"unguarded",85.645
"bp7x_0125__SYN_SADDLE_LINE_N500__auto__ps_lps__weighted_qr_drop_tiny","FB11","SYN-SADDLE-LINE-N500","synthetic stratified surface/curve",500,3,"ps_lps","auto","weighted_qr_drop_tiny","weighted.qr.drop",1e-08,"0;1e-10;1e-8",1e+12,"15:35","2","tricube","guarded","ok",0.0251658418238465,0.0966557702258656,0.103065683386975,32,2,"tricube",10,8,8,500,2,2,2,1,Inf,NA,-Inf,Inf,NA,-Inf,0,190818601.234091,"ok",874.907
"bp7x_0126__SYN_SADDLE_LINE_N500__auto__ps_lps__orthogonal_drop_adaptive_tiny","FB11","SYN-SADDLE-LINE-N500","synthetic stratified surface/curve",500,3,"ps_lps","auto","orthogonal_drop_adaptive_tiny","orthogonal.polynomial.drop",1e-08,"0;1e-10;1e-8",1e+12,"15:35","2","tricube","guarded","ok",0.0251658418238436,0.0966557702258657,0.103065683386974,32,2,"tricube",10,8,8,500,2,2,2,1,Inf,NA,-Inf,Inf,NA,-Inf,0,6269.71661253817,"ok",603.67
"bp7x_0127__SYN_SADDLE_LINE_N500__local_auto__lps__monomial_tiny_ridge","FB11","SYN-SADDLE-LINE-N500","synthetic stratified surface/curve",500,3,"lps","local.auto","monomial_tiny_ridge","monomial",1e-08,"1e-8",Inf,"15:35","2","tricube",NA,"ok",0.0444593034824864,0.0876183965206569,0.109617299298566,35,2,"tricube",NA,21,21,500,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,Inf,NA,24.876
"bp7x_0128__SYN_SADDLE_LINE_N500__local_auto__lps__weighted_qr_drop_tiny","FB11","SYN-SADDLE-LINE-N500","synthetic stratified surface/curve",500,3,"lps","local.auto","weighted_qr_drop_tiny","weighted.qr.drop",1e-08,"0;1e-10;1e-8",1e+12,"15:35","2","tricube",NA,"ok",0.0444593196301528,0.0876183925270395,0.10961730913337,35,2,"tricube",NA,21,21,500,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,1e+12,NA,26.036
"bp7x_0129__SYN_SADDLE_LINE_N500__local_auto__lps__orthogonal_drop_adaptive_tiny","FB11","SYN-SADDLE-LINE-N500","synthetic stratified surface/curve",500,3,"lps","local.auto","orthogonal_drop_adaptive_tiny","orthogonal.polynomial.drop",1e-08,"0;1e-10;1e-8",1e+12,"15:35","2","tricube",NA,"ok",0.0444593196301528,0.0876183925270395,0.10961730913337,35,2,"tricube",NA,21,21,500,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,1e+12,NA,24.694
"bp7x_0130__SYN_SADDLE_LINE_N500__local_auto__ps_lps__monomial_tiny_ridge","FB11","SYN-SADDLE-LINE-N500","synthetic stratified surface/curve",500,3,"ps_lps","local.auto","monomial_tiny_ridge","monomial",1e-08,"1e-8",Inf,"15:35","2","tricube","guarded","ok",0.0251125119587745,0.0966513978740417,0.103025106267818,32,2,"tricube",10,8,8,500,1,2,2,2,Inf,NA,-Inf,Inf,NA,-Inf,1e-08,NA,"unguarded",101.692
"bp7x_0131__SYN_SADDLE_LINE_N500__local_auto__ps_lps__weighted_qr_drop_tiny","FB11","SYN-SADDLE-LINE-N500","synthetic stratified surface/curve",500,3,"ps_lps","local.auto","weighted_qr_drop_tiny","weighted.qr.drop",1e-08,"0;1e-10;1e-8",1e+12,"15:35","2","tricube","guarded","ok",0.0251297564861169,0.0966424171568362,0.103034884585439,32,2,"tricube",10,8,8,500,1,2,2,2,Inf,NA,-Inf,Inf,NA,-Inf,0,190801221.476744,"ok",885.748
"bp7x_0132__SYN_SADDLE_LINE_N500__local_auto__ps_lps__orthogonal_drop_adaptive_tiny","FB11","SYN-SADDLE-LINE-N500","synthetic stratified surface/curve",500,3,"ps_lps","local.auto","orthogonal_drop_adaptive_tiny","orthogonal.polynomial.drop",1e-08,"0;1e-10;1e-8",1e+12,"15:35","2","tricube","guarded","ok",0.0251297564861142,0.096642417156836,0.103034884585438,32,2,"tricube",10,8,8,500,1,2,2,2,Inf,NA,-Inf,Inf,NA,-Inf,0,6266.80151432408,"ok",621.909
"bp7x_0133__SYN_TWO_PLANES_N600__auto__lps__monomial_tiny_ridge","FB12","SYN-TWO-PLANES-N600","synthetic singular sheet union",600,3,"lps","auto","monomial_tiny_ridge","monomial",1e-08,"1e-8",Inf,"15:35","2","tricube",NA,"ok",0.0446944914399938,0.0845100139249513,0.113757900031864,35,2,"tricube",NA,21,21,1,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,Inf,NA,11.756
"bp7x_0134__SYN_TWO_PLANES_N600__auto__lps__weighted_qr_drop_tiny","FB12","SYN-TWO-PLANES-N600","synthetic singular sheet union",600,3,"lps","auto","weighted_qr_drop_tiny","weighted.qr.drop",1e-08,"0;1e-10;1e-8",1e+12,"15:35","2","tricube",NA,"ok",0.0446944986507133,0.0845100116149119,0.113757908460604,35,2,"tricube",NA,21,21,1,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,1e+12,NA,12.428
"bp7x_0135__SYN_TWO_PLANES_N600__auto__lps__orthogonal_drop_adaptive_tiny","FB12","SYN-TWO-PLANES-N600","synthetic singular sheet union",600,3,"lps","auto","orthogonal_drop_adaptive_tiny","orthogonal.polynomial.drop",1e-08,"0;1e-10;1e-8",1e+12,"15:35","2","tricube",NA,"ok",0.0446944986507133,0.0845100116149118,0.113757908460604,35,2,"tricube",NA,21,21,1,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,1e+12,NA,12.038
"bp7x_0136__SYN_TWO_PLANES_N600__auto__ps_lps__monomial_tiny_ridge","FB12","SYN-TWO-PLANES-N600","synthetic singular sheet union",600,3,"ps_lps","auto","monomial_tiny_ridge","monomial",1e-08,"1e-8",Inf,"15:35","2","tricube","guarded","ok",0.0267391025253933,0.0964986399659541,0.105165651605777,33,2,"tricube",10,8,8,600,2,2,2,1,Inf,NA,-Inf,Inf,NA,-Inf,1e-08,NA,"unguarded",103.336
"bp7x_0137__SYN_TWO_PLANES_N600__auto__ps_lps__weighted_qr_drop_tiny","FB12","SYN-TWO-PLANES-N600","synthetic singular sheet union",600,3,"ps_lps","auto","weighted_qr_drop_tiny","weighted.qr.drop",1e-08,"0;1e-10;1e-8",1e+12,"15:35","2","tricube","guarded","ok",0.0267464917430136,0.0964964510452565,0.10517445746703,33,2,"tricube",10,8,8,600,2,2,2,1,Inf,NA,-Inf,Inf,NA,-Inf,0,20486116.3148809,"ok",973.169
"bp7x_0138__SYN_TWO_PLANES_N600__auto__ps_lps__orthogonal_drop_adaptive_tiny","FB12","SYN-TWO-PLANES-N600","synthetic singular sheet union",600,3,"ps_lps","auto","orthogonal_drop_adaptive_tiny","orthogonal.polynomial.drop",1e-08,"0;1e-10;1e-8",1e+12,"15:35","2","tricube","guarded","ok",0.0267464917430133,0.0964964510452566,0.105174457467029,33,2,"tricube",10,8,8,600,2,2,2,1,Inf,NA,-Inf,Inf,NA,-Inf,0,3138.05467476101,"ok",931.995
"bp7x_0139__SYN_TWO_PLANES_N600__local_auto__lps__monomial_tiny_ridge","FB12","SYN-TWO-PLANES-N600","synthetic singular sheet union",600,3,"lps","local.auto","monomial_tiny_ridge","monomial",1e-08,"1e-8",Inf,"15:35","2","tricube",NA,"ok",0.045587888907701,0.0839405806167295,0.114492971288167,35,2,"tricube",NA,21,21,600,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,Inf,NA,28.58
"bp7x_0140__SYN_TWO_PLANES_N600__local_auto__lps__weighted_qr_drop_tiny","FB12","SYN-TWO-PLANES-N600","synthetic singular sheet union",600,3,"lps","local.auto","weighted_qr_drop_tiny","weighted.qr.drop",1e-08,"0;1e-10;1e-8",1e+12,"15:35","2","tricube",NA,"ok",0.0455878932139673,0.0839405791039501,0.11449297441676,35,2,"tricube",NA,21,21,600,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,1e+12,NA,29.785
"bp7x_0141__SYN_TWO_PLANES_N600__local_auto__lps__orthogonal_drop_adaptive_tiny","FB12","SYN-TWO-PLANES-N600","synthetic singular sheet union",600,3,"lps","local.auto","orthogonal_drop_adaptive_tiny","orthogonal.polynomial.drop",1e-08,"0;1e-10;1e-8",1e+12,"15:35","2","tricube",NA,"ok",0.0455878984780515,0.0839405790579066,0.114492979684916,35,2,"tricube",NA,21,21,600,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,1e+12,NA,31.842
"bp7x_0142__SYN_TWO_PLANES_N600__local_auto__ps_lps__monomial_tiny_ridge","FB12","SYN-TWO-PLANES-N600","synthetic singular sheet union",600,3,"ps_lps","local.auto","monomial_tiny_ridge","monomial",1e-08,"1e-8",Inf,"15:35","2","tricube","guarded","ok",0.025410228809614,0.0975106404779627,0.104067179413316,35,2,"tricube",30,8,8,600,2,2,3,2,Inf,NA,-Inf,Inf,NA,-Inf,1e-08,NA,"unguarded",142.906
"bp7x_0143__SYN_TWO_PLANES_N600__local_auto__ps_lps__weighted_qr_drop_tiny","FB12","SYN-TWO-PLANES-N600","synthetic singular sheet union",600,3,"ps_lps","local.auto","weighted_qr_drop_tiny","weighted.qr.drop",1e-08,"0;1e-10;1e-8",1e+12,"15:35","2","tricube","guarded","ok",0.0254206540184962,0.0975053104969719,0.104078581980705,35,2,"tricube",30,8,8,600,2,2,3,2,Inf,NA,-Inf,Inf,NA,-Inf,1e-10,39767037159.4476,"ok",2632.126
"bp7x_0144__SYN_TWO_PLANES_N600__local_auto__ps_lps__orthogonal_drop_adaptive_tiny","FB12","SYN-TWO-PLANES-N600","synthetic singular sheet union",600,3,"ps_lps","local.auto","orthogonal_drop_adaptive_tiny","orthogonal.polynomial.drop",1e-08,"0;1e-10;1e-8",1e+12,"15:35","2","tricube","guarded","ok",0.0254207655002887,0.0975052528505541,0.104078699692033,35,2,"tricube",30,8,8,600,2,2,3,2,Inf,NA,-Inf,Inf,NA,-Inf,0,13075.830714406,"ok",1325.784
"bp7x_0145__SYN_SIMPLEX_FACES_N600__auto__lps__monomial_tiny_ridge","FB13","SYN-SIMPLEX-FACES-N600","synthetic compositional strata",600,5,"lps","auto","monomial_tiny_ridge","monomial",1e-08,"1e-8",Inf,"15:35","2","tricube",NA,"nonfinite_fit",NA,NA,NA,15,2,"tricube",NA,0,21,1,3,3,3,1,NA,NA,NA,NA,NA,NA,NA,Inf,NA,13.092
"bp7x_0146__SYN_SIMPLEX_FACES_N600__auto__lps__weighted_qr_drop_tiny","FB13","SYN-SIMPLEX-FACES-N600","synthetic compositional strata",600,5,"lps","auto","weighted_qr_drop_tiny","weighted.qr.drop",1e-08,"0;1e-10;1e-8",1e+12,"15:35","2","tricube",NA,"nonfinite_fit",NA,NA,NA,15,2,"tricube",NA,0,21,1,3,3,3,1,NA,NA,NA,NA,NA,NA,NA,1e+12,NA,14.006
"bp7x_0147__SYN_SIMPLEX_FACES_N600__auto__lps__orthogonal_drop_adaptive_tiny","FB13","SYN-SIMPLEX-FACES-N600","synthetic compositional strata",600,5,"lps","auto","orthogonal_drop_adaptive_tiny","orthogonal.polynomial.drop",1e-08,"0;1e-10;1e-8",1e+12,"15:35","2","tricube",NA,"ok",0.0719531587335521,0.0653598740999215,2.28727523197686,35,2,"tricube",NA,21,21,1,3,3,3,1,NA,NA,NA,NA,NA,NA,NA,1e+12,NA,15.743
"bp7x_0148__SYN_SIMPLEX_FACES_N600__auto__ps_lps__monomial_tiny_ridge","FB13","SYN-SIMPLEX-FACES-N600","synthetic compositional strata",600,5,"ps_lps","auto","monomial_tiny_ridge","monomial",1e-08,"1e-8",Inf,"15:35","2","tricube","guarded","ok",0.0249930989036934,0.0942775985517644,0.101979287947919,27,2,"tricube",10,7,8,600,3,3,3,1,Inf,NA,-Inf,Inf,NA,-Inf,1e-08,NA,"unguarded",221.419
"bp7x_0149__SYN_SIMPLEX_FACES_N600__auto__ps_lps__weighted_qr_drop_tiny","FB13","SYN-SIMPLEX-FACES-N600","synthetic compositional strata",600,5,"ps_lps","auto","weighted_qr_drop_tiny","weighted.qr.drop",1e-08,"0;1e-10;1e-8",1e+12,"15:35","2","tricube","guarded","ok",0.0270721310963573,0.0934101017485428,0.101882462674497,28,2,"tricube",10,7,8,600,3,3,3,1,Inf,NA,-Inf,Inf,NA,-Inf,1e-10,39558968103.8435,"ok",6557.644
"bp7x_0150__SYN_SIMPLEX_FACES_N600__auto__ps_lps__orthogonal_drop_adaptive_tiny","FB13","SYN-SIMPLEX-FACES-N600","synthetic compositional strata",600,5,"ps_lps","auto","orthogonal_drop_adaptive_tiny","orthogonal.polynomial.drop",1e-08,"0;1e-10;1e-8",1e+12,"15:35","2","tricube","guarded","ok",0.030467555456276,0.0923676593800305,0.102335285098589,30,2,"tricube",10,8,8,600,3,3,3,1,Inf,NA,-Inf,Inf,NA,-Inf,0,144818835.5308,"ok",1990.737
"bp7x_0151__SYN_SIMPLEX_FACES_N600__local_auto__lps__monomial_tiny_ridge","FB13","SYN-SIMPLEX-FACES-N600","synthetic compositional strata",600,5,"lps","local.auto","monomial_tiny_ridge","monomial",1e-08,"1e-8",Inf,"15:35","2","tricube",NA,"nonfinite_fit",NA,NA,NA,15,2,"tricube",NA,0,21,600,1,3,3,3,NA,NA,NA,NA,NA,NA,NA,Inf,NA,30.722
"bp7x_0152__SYN_SIMPLEX_FACES_N600__local_auto__lps__weighted_qr_drop_tiny","FB13","SYN-SIMPLEX-FACES-N600","synthetic compositional strata",600,5,"lps","local.auto","weighted_qr_drop_tiny","weighted.qr.drop",1e-08,"0;1e-10;1e-8",1e+12,"15:35","2","tricube",NA,"nonfinite_fit",NA,NA,NA,15,2,"tricube",NA,0,21,600,1,3,3,3,NA,NA,NA,NA,NA,NA,NA,1e+12,NA,33.17
"bp7x_0153__SYN_SIMPLEX_FACES_N600__local_auto__lps__orthogonal_drop_adaptive_tiny","FB13","SYN-SIMPLEX-FACES-N600","synthetic compositional strata",600,5,"lps","local.auto","orthogonal_drop_adaptive_tiny","orthogonal.polynomial.drop",1e-08,"0;1e-10;1e-8",1e+12,"15:35","2","tricube",NA,"ok",0.0705501442718893,0.0667846277978737,0.646337645956206,34,2,"tricube",NA,21,21,600,1,3,4,4,NA,NA,NA,NA,NA,NA,NA,1e+12,NA,33.273
"bp7x_0154__SYN_SIMPLEX_FACES_N600__local_auto__ps_lps__monomial_tiny_ridge","FB13","SYN-SIMPLEX-FACES-N600","synthetic compositional strata",600,5,"ps_lps","local.auto","monomial_tiny_ridge","monomial",1e-08,"1e-8",Inf,"15:35","2","tricube","guarded","ok",0.0226008649159552,0.0960533542883839,0.102075486951465,27,2,"tricube",30,7,8,600,1,3,5,5,Inf,NA,-Inf,Inf,NA,-Inf,1e-08,NA,"unguarded",251.924
"bp7x_0155__SYN_SIMPLEX_FACES_N600__local_auto__ps_lps__weighted_qr_drop_tiny","FB13","SYN-SIMPLEX-FACES-N600","synthetic compositional strata",600,5,"ps_lps","local.auto","weighted_qr_drop_tiny","weighted.qr.drop",1e-08,"0;1e-10;1e-8",1e+12,"15:35","2","tricube","guarded","ok",0.0245224193517606,0.0949036994031573,0.10200727193453,35,2,"tricube",10,7,8,600,1,3,4,4,Inf,NA,-Inf,Inf,NA,-Inf,1e-10,29712287709.8787,"ok",5839.107
"bp7x_0156__SYN_SIMPLEX_FACES_N600__local_auto__ps_lps__orthogonal_drop_adaptive_tiny","FB13","SYN-SIMPLEX-FACES-N600","synthetic compositional strata",600,5,"ps_lps","local.auto","orthogonal_drop_adaptive_tiny","orthogonal.polynomial.drop",1e-08,"0;1e-10;1e-8",1e+12,"15:35","2","tricube","guarded","ok",0.0245850341050974,0.0946790513023323,0.102039761486809,27,2,"tricube",30,8,8,600,1,3,5,5,Inf,NA,-Inf,Inf,NA,-Inf,0,150321206.853694,"ok",1706.579
"bp7x_0157__SYN_RANK_BLOCKS_N600_P100__auto__lps__monomial_tiny_ridge","FB14","SYN-RANK-BLOCKS-N600-P100","synthetic high-dimensional rank strata",600,100,"lps","auto","monomial_tiny_ridge","monomial",1e-08,"1e-8",Inf,"15:35","2","tricube",NA,"ok",0.100316867828761,0.000101522447767849,9.52758658055491,34,2,"tricube",NA,21,21,1,6,6,6,1,NA,NA,NA,NA,NA,NA,NA,Inf,NA,132.082
"bp7x_0158__SYN_RANK_BLOCKS_N600_P100__auto__lps__weighted_qr_drop_tiny","FB14","SYN-RANK-BLOCKS-N600-P100","synthetic high-dimensional rank strata",600,100,"lps","auto","weighted_qr_drop_tiny","weighted.qr.drop",1e-08,"0;1e-10;1e-8",1e+12,"15:35","2","tricube",NA,"ok",0.100316965424953,0.000101176984447518,13.2214184957588,34,2,"tricube",NA,21,21,1,6,6,6,1,NA,NA,NA,NA,NA,NA,NA,1e+12,NA,51.554
"bp7x_0159__SYN_RANK_BLOCKS_N600_P100__auto__lps__orthogonal_drop_adaptive_tiny","FB14","SYN-RANK-BLOCKS-N600-P100","synthetic high-dimensional rank strata",600,100,"lps","auto","orthogonal_drop_adaptive_tiny","orthogonal.polynomial.drop",1e-08,"0;1e-10;1e-8",1e+12,"15:35","2","tricube",NA,"ok",0.100316965422913,0.000101176984447345,13.4000777080824,34,2,"tricube",NA,21,21,1,6,6,6,1,NA,NA,NA,NA,NA,NA,NA,1e+12,NA,52.41
"bp7x_0160__SYN_RANK_BLOCKS_N600_P100__auto__ps_lps__monomial_tiny_ridge","FB14","SYN-RANK-BLOCKS-N600-P100","synthetic high-dimensional rank strata",600,100,"ps_lps","auto","monomial_tiny_ridge","monomial",1e-08,"1e-8",Inf,"15:35","2","tricube","guarded","ok",0.044208026373249,0.086314350704311,0.117205858273123,35,2,"tricube",90,7,8,600,6,6,6,1,Inf,NA,-Inf,Inf,NA,-Inf,1e-08,NA,"unguarded",4098.577
"bp7x_0163__SYN_RANK_BLOCKS_N600_P100__local_auto__lps__monomial_tiny_ridge","FB14","SYN-RANK-BLOCKS-N600-P100","synthetic high-dimensional rank strata",600,100,"lps","local.auto","monomial_tiny_ridge","monomial",1e-08,"1e-8",Inf,"15:35","2","tricube",NA,"ok",0.0997678379286757,0.00465430815533683,8.8522080042253,34,2,"tricube",NA,21,21,600,1,6,6,6,NA,NA,NA,NA,NA,NA,NA,Inf,NA,79.623
"bp7x_0164__SYN_RANK_BLOCKS_N600_P100__local_auto__lps__weighted_qr_drop_tiny","FB14","SYN-RANK-BLOCKS-N600-P100","synthetic high-dimensional rank strata",600,100,"lps","local.auto","weighted_qr_drop_tiny","weighted.qr.drop",1e-08,"0;1e-10;1e-8",1e+12,"15:35","2","tricube",NA,"ok",0.0997345670402154,0.00472145463750822,10.7157402246651,35,2,"tricube",NA,21,21,600,1,6,6,6,NA,NA,NA,NA,NA,NA,NA,1e+12,NA,78.239
"bp7x_0165__SYN_RANK_BLOCKS_N600_P100__local_auto__lps__orthogonal_drop_adaptive_tiny","FB14","SYN-RANK-BLOCKS-N600-P100","synthetic high-dimensional rank strata",600,100,"lps","local.auto","orthogonal_drop_adaptive_tiny","orthogonal.polynomial.drop",1e-08,"0;1e-10;1e-8",1e+12,"15:35","2","tricube",NA,"ok",0.0997345670289918,0.00472145463750824,10.715740165225,35,2,"tricube",NA,21,21,600,1,6,6,6,NA,NA,NA,NA,NA,NA,NA,1e+12,NA,82.069
"bp7x_0166__SYN_RANK_BLOCKS_N600_P100__local_auto__ps_lps__monomial_tiny_ridge","FB14","SYN-RANK-BLOCKS-N600-P100","synthetic high-dimensional rank strata",600,100,"ps_lps","local.auto","monomial_tiny_ridge","monomial",1e-08,"1e-8",Inf,"15:35","2","tricube","guarded","ok",0.0443030073689576,0.0904813328401755,0.112873092719811,25,2,"tricube",90,7,8,600,1,5,5,5,Inf,NA,-Inf,Inf,NA,-Inf,1e-08,NA,"unguarded",3324.241
